text|label
"Premise:\nThe main institutionalised forms of recognition for those who have made a significant contribution in the fields of physics, chemistry, medicine, literature, as well as for those working for peace (and more recently in the area of economics), are the Nobel prizes.\nBased on this premise, can we conclude the hypothesis "Nobel Peace Prize candidates have been chosen." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\n1. The Nobel prizes are the main institutionalized forms of recognition for significant contributions in various fields. (Premise)\n2. The Nobel Peace Prize is one of the Nobel prizes. (Implicit information)"|No
"Premise:\nThe main institutionalised forms of recognition for those who have made a significant contribution in the fields of physics, chemistry, medicine, literature, as well as for those working for peace (and more recently in the area of economics), are the Nobel prizes.\nBased on this premise, can we conclude the hypothesis "Nobel Peace Prize candidates have been chosen." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\n1) The Nobel prizes are the main institutionalized forms of recognition for significant contributions in various fields.\n2) One of the fields that the Nobel prizes recognize is peace."|No
"Premise:\nThe program will include Falla's "Night in the Gardens of Spain," Ravel's Piano Concerto in G, Berlioz's Overture to "Beatrice and Benedict," and Roy Harris' Symphony No. 3.\nBased on this premise, can we conclude the hypothesis ""Beatrice and Benedict" is an overture by Berlioz." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\n1. Falla's "Night in the Gardens of Spain," Ravel's Piano Concerto in G, and Roy Harris' Symphony No. 3 are mentioned as part of the program.\n2. Berlioz's Overture to "Beatrice and Benedict" is also mentioned as part of the program."|Yes
"Premise:\nAustralian Broadcasting Company (ABC) television head, Sandra Levy, has quit to become the director of development for "Channel Nine." Her new role is expected to focus on drama. ABC managing director Russell Balding said that Ms Levy had lifted audiences to "historically unprecedented" levels. However, Ms Levy came under fire during her ABC tenure for an overly conservative programming approach to major news stories - notably a sluggish response to coverage of the December 2004 South Asian Tsunami. She was criticised for refusing to interrupt regular programming to go to breaking news reports.\nBased on this premise, can we conclude the hypothesis "Sandra Levy works for Channel Nine." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\n1. Sandra Levy has quit ABC to become the director of development for Channel Nine. (Premise)\n2. Her new role is expected to focus on drama. (Premise)"|Yes
"Premise:\nAustralian Broadcasting Company (ABC) television head, Sandra Levy, has quit to become the director of development for "Channel Nine." Her new role is expected to focus on drama. ABC managing director Russell Balding said that Ms Levy had lifted audiences to "historically unprecedented" levels. However, Ms Levy came under fire during her ABC tenure for an overly conservative programming approach to major news stories - notably a sluggish response to coverage of the December 2004 South Asian Tsunami. She was criticised for refusing to interrupt regular programming to go to breaking news reports.\nBased on this premise, can we conclude the hypothesis "Sandra Levy works for Channel Nine." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\n1. Sandra Levy, the former head of ABC television, has quit her position to become the director of development for "Channel Nine."\n2. Her new role at Channel Nine is expected to focus on drama."|Yes
"Premise:\nAustralian Broadcasting Company (ABC) television head, Sandra Levy, has quit to become the director of development for "Channel Nine." Her new role is expected to focus on drama. ABC managing director Russell Balding said that Ms Levy had lifted audiences to "historically unprecedented" levels. However, Ms Levy came under fire during her ABC tenure for an overly conservative programming approach to major news stories - notably a sluggish response to coverage of the December 2004 South Asian Tsunami. She was criticised for refusing to interrupt regular programming to go to breaking news reports.\nBased on this premise, can we conclude the hypothesis "Sandra Levy works for Channel Nine." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\n1. The premise states that Sandra Levy has quit ABC television to become the director of development for Channel Nine.\n2. The premise also states that her new role at Channel Nine is expected to focus on drama."|Yes
"Premise:\nThe Rolling Stones kicked off their latest tour on Sunday, with a flashy, high-energy concert at Boston's Fenway Park that made no concession to the band's more than four decades playing pounding rock 'n roll.\nBased on this premise, can we conclude the hypothesis "The Rolling Stones kicked off their tour in Boston." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\n1. The premise states that The Rolling Stones kicked off their latest tour on Sunday in Boston.\n2. The premise also mentions that the concert took place at Fenway Park."|Yes
"Premise:\nAccording to tradition, they founded Tenochtitlan ( "Place of the High Priest Tenoch" ) after much wandering when they saw on an island in Lake Texcoco the sign that their god Huitzilopochtli had indicated -- an eagle perched on a cactus, eating a serpent .\nBased on this premise, can we conclude the hypothesis "They saw an eagle perched on a cactus eating a serpent." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\nStep 1: According to tradition, the founders of Tenochtitlan saw an eagle perched on a cactus eating a serpent.\nStep 2: The premise states that the founders saw the sign that their god Huitzilopochtli had indicated, which was an eagle perched on a cactus eating a serpent."|Yes
"Premise:\nAccording to tradition, they founded Tenochtitlan ( "Place of the High Priest Tenoch" ) after much wandering when they saw on an island in Lake Texcoco the sign that their god Huitzilopochtli had indicated -- an eagle perched on a cactus, eating a serpent .\nBased on this premise, can we conclude the hypothesis "They saw an eagle perched on a cactus eating a serpent." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\n1) According to tradition, the founders of Tenochtitlan saw an eagle perched on a cactus, eating a serpent.\n2) The Premise states that the founders saw this sign on an island in Lake Texcoco."|Yes
"Premise:\nAccording to tradition, they founded Tenochtitlan ( "Place of the High Priest Tenoch" ) after much wandering when they saw on an island in Lake Texcoco the sign that their god Huitzilopochtli had indicated -- an eagle perched on a cactus, eating a serpent .\nBased on this premise, can we conclude the hypothesis "They saw an eagle perched on a cactus eating a serpent." is true?\nYour answer should be Yes or No, and should appear at the end of your response after "Answer:". For instance, if your answer is Yes, end your response with "Answer: Yes".\n\n Let's think step-by-step.\n\n1. According to tradition, they founded Tenochtitlan after seeing the sign of an eagle perched on a cactus, eating a serpent.\n2. The premise states that they saw the sign on an island in Lake Texcoco."|Yes
